"Country or Area","Year","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"China","2009","Ethers; acyclic, and their halogenated, sulphonated, nitrated or nitrosated derivatives, other than diethyl ether","Import","296983871","403621370","Weight in kilograms","403621370"
"China","2009","Ethers; cyclanic, cyclenic or cycloterpenic and their halogenated, sulphonated, nitrated or nitrosated derivatives","Export","16768436","1502077","Weight in kilograms","1502077"
"China","2009","Ethers; cyclanic, cyclenic or cycloterpenic and their halogenated, sulphonated, nitrated or nitrosated derivatives","Import","2329996","64975","Weight in kilograms","64975"
"China","2009","Ethers; aromatic, and their halogenated, sulphonated, nitrated or nitrosated derivatives","Export","170528106","19495257","Weight in kilograms","19495257"
"China","2009","Ethers; aromatic, and their halogenated, sulphonated, nitrated or nitrosated derivatives","Import","9472430","3827818","Weight in kilograms","3827818"
"China","2009","Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives; 2,2-oxydiethanol (diethylene glycol, digol)","Export","4546890","4881908","Weight in kilograms","4881908"
"China","2009","Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives; 2,2-oxydiethanol (diethylene glycol, digol)","Import","337487785","541619745","Weight in kilograms","541619745"
"China","2009","Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives; monobutyl ethers of ethylene glycol or of diethylene glycol","Export","1626010","1078911","Weight in kilograms","1078911"
"China","2009","Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives; monobutyl ethers of ethylene glycol or of diethylene glycol","Import","139267680","111603240","Weight in kilograms","111603240"
"China","2009","Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives; monoalkylethers of ethylene glycol or of diethylene glycol n.e.c. in heading no. 2909","Export","750392","380761","Weight in kilograms","380761"
"China","2009","Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives; monoalkylethers of ethylene glycol or of diethylene glycol n.e.c. in heading no. 2909","Import","14354423","8943949","Weight in kilograms","8943949"
"China","2009","Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives; n.e.c. in item no. 2909.4","Export","58667440","37671870","Weight in kilograms","37671870"
"China","2009","Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives; n.e.c. in item no. 2909.4","Import","72432142","36734362","Weight in kilograms","36734362"
"China","2009","Ether-phenols, ether-alcohol-phenols and their halogenated, sulphonated, nitrated or nitrosated derivatives","Export","31302764","2578987","Weight in kilograms","2578987"
"China","2009","Ether-phenols, ether-alcohol-phenols and their halogenated, sulphonated, nitrated or nitrosated derivatives","Import","7648211","1056509","Weight in kilograms","1056509"
"China","2009","Alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides and their halogenated, sulphonated, nitrated or nitrosated derivatives","Export","71725203","26788697","Weight in kilograms","26788697"
"China","2009","Alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides and their halogenated, sulphonated, nitrated or nitrosated derivatives","Import","10325079","4494089","Weight in kilograms","4494089"
"China","2009","Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives; oxirane (ethylene oxide)","Export","5448","3250","Weight in kilograms","3250"
"China","2009","Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives; oxirane (ethylene oxide)","Import","227333","18592","Weight in kilograms","18592"
"China","2009","Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives, methyloxirane (propylene oxide)","Export","255470","51605","Weight in kilograms","51605"
"China","2009","Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives, methyloxirane (propylene oxide)","Import","295925299","254567901","Weight in kilograms","254567901"
"China","2009","Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives, 1-chloro-2,3-epoxypropane (epichlorohydrin)","Export","5717281","3759419","Weight in kilograms","3759419"
"China","2009","Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives, 1-chloro-2,3-epoxypropane (epichlorohydrin)","Import","64041938","56619298","Weight in kilograms","56619298"
"China","2009","Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives, n.e.c. in heading no. 2910","Export","25072490","3462865","Weight in kilograms","3462865"
"China","2009","Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives, n.e.c. in heading no. 2910","Import","23869411","4807492","Weight in kilograms","4807492"
"China","2009","Acetals and hemiacetals; whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives","Export","4277411","350536","Weight in kilograms","350536"
"China","2009","Acetals and hemiacetals; whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives","Import","7953943","899675","Weight in kilograms","899675"
"China","2009","Aldehydes; acyclic, without other oxygen function, methanal (formaldehyde)","Export","732679","3551650","Weight in kilograms","3551650"
"China","2009","Aldehydes; acyclic, without other oxygen function, methanal (formaldehyde)","Import","3901654","464190","Weight in kilograms","464190"
"China","2009","Aldehydes; acyclic, without other oxygen function, ethanal (acetaldehyde)","Export","204055","85024","Weight in kilograms","85024"
"China","2009","Aldehydes; acyclic, without other oxygen function, ethanal (acetaldehyde)","Import","10904","492","Weight in kilograms","492"
"China","2009","Aldehydes; acyclic, without other oxygen function, n.e.c. in item no. 2912.1","Export","27276770","15854023","Weight in kilograms","15854023"
"China","2009","Aldehydes; acyclic, without other oxygen function, n.e.c. in item no. 2912.1","Import","45346077","18963568","Weight in kilograms","18963568"
"China","2009","Aldehydes; cyclic, without other oxygen function, benzaldehyde","Export","7837497","485236","Weight in kilograms","485236"
"China","2009","Aldehydes; cyclic, without other oxygen function, benzaldehyde","Import","6947972","4517393","Weight in kilograms","4517393"
"China","2009","Aldehydes; cyclic, without other oxygen function, other than benzaldehyde","Export","28858738","3457722","Weight in kilograms","3457722"
"China","2009","Aldehydes; cyclic, without other oxygen function, other than benzaldehyde","Import","14553554","2300341","Weight in kilograms","2300341"
"China","2009","Aldehyde-alcohols","Export","14735642","1308252","Weight in kilograms","1308252"
"China","2009","Aldehyde-alcohols","Import","817974","102552","Weight in kilograms","102552"
"China","2009","Aldehydes; aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function, vanillin (4-hydroxy-3-methoxybenzaldehyde)","Export","104414895","7417515","Weight in kilograms","7417515"
"China","2009","Aldehydes; aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function, vanillin (4-hydroxy-3-methoxybenzaldehyde)","Import","2739264","162301","Weight in kilograms","162301"
"China","2009","Aldehydes; aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function, ethylvanillin (3-ethoxy-4-hydroxybenzaldehyde)","Export","14954775","800010","Weight in kilograms","800010"
"China","2009","Aldehydes; aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function, ethylvanillin (3-ethoxy-4-hydroxybenzaldehyde)","Import","1142405","65552","Weight in kilograms","65552"
"China","2009","Aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function; other than vanillin (4-hydroxy-3-methoxybenzaldehyde) and ethylvanillin (3-ethoxy-4-hydroxybenzaldehyde)","Export","16726420","1078376","Weight in kilograms","1078376"
"China","2009","Aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function; other than vanillin (4-hydroxy-3-methoxybenzaldehyde) and ethylvanillin (3-ethoxy-4-hydroxybenzaldehyde)","Import","15846405","2439569","Weight in kilograms","2439569"
"China","2009","Aldehydes; cyclic polymers of aldehydes","Export","6633334","1711434","Weight in kilograms","1711434"
"China","2009","Aldehydes; cyclic polymers of aldehydes","Import","781197","551402","Weight in kilograms","551402"
"China","2009","Paraformaldehyde","Export","1351392","2485051","Weight in kilograms","2485051"
"China","2009","Paraformaldehyde","Import","11395925","20039924","Weight in kilograms","20039924"
"China","2009","Aldehydes; halogenated, sulphonated, nitrated or nitrosated derivatives of products of heading no. 2912","Export","21969545","2599572","Weight in kilograms","2599572"
"China","2009","Aldehydes; halogenated, sulphonated, nitrated or nitrosated derivatives of products of heading no. 2912","Import","159815","26002","Weight in kilograms","26002"
"China","2009","Ketones; acyclic, without other oxygen function, acetone","Export","660686","558273","Weight in kilograms","558273"
"China","2009","Ketones; acyclic, without other oxygen function, acetone","Import","350416479","551254485","Weight in kilograms","551254485"
"China","2009","Ketones; acyclic, without other oxygen function, butanone (methyl ethyl ketone)","Export","25548748","29160287","Weight in kilograms","29160287"
"China","2009","Ketones; acyclic, without other oxygen function, butanone (methyl ethyl ketone)","Import","34377382","43380754","Weight in kilograms","43380754"
"China","2009","Ketones; acyclic, without other oxygen function, 4-methylpentan-2-one (methyl isobutyl ketone)","Export","463941","184014","Weight in kilograms","184014"
"China","2009","Ketones; acyclic, without other oxygen function, 4-methylpentan-2-one (methyl isobutyl ketone)","Import","30646308","27788163","Weight in kilograms","27788163"
"China","2009","Ketones; acyclic, without other oxygen function, n.e.c. in item no. 2914.1","Export","18233142","4340256","Weight in kilograms","4340256"
"China","2009","Ketones; acyclic, without other oxygen function, n.e.c. in item no. 2914.1","Import","18300015","7040596","Weight in kilograms","7040596"
"China","2009","Camphor","Export","38701382","9611384","Weight in kilograms","9611384"
"China","2009","Camphor","Import","15152","1237","Weight in kilograms","1237"
"China","2009","Ketones; cyclanic, cyclenic or cycloterpenic, without other oxygen function, cyclohexanone and methylcyclohexanones","Export","1786753","960744","Weight in kilograms","960744"
"China","2009","Ketones; cyclanic, cyclenic or cycloterpenic, without other oxygen function, cyclohexanone and methylcyclohexanones","Import","12167022","11204397","Weight in kilograms","11204397"
"China","2009","Ketones; cyclanic, cyclenic or cycloterpenic, without other oxygen function, ionones and methylionones","Export","1838679","138217","Weight in kilograms","138217"
"China","2009","Ketones; cyclanic, cyclenic or cycloterpenic, without other oxygen function, ionones and methylionones","Import","6823244","591297","Weight in kilograms","591297"
"China","2009","Ketones; cyclanic, cyclenic or cycloterpenic, without other oxygen function, other than cyclohexanone, methylcyclohexanones, ionones, and methylionones","Export","127254769","9476210","Weight in kilograms","9476210"
"China","2009","Ketones; cyclanic, cyclenic or cycloterpenic, without other oxygen function, other than cyclohexanone, methylcyclohexanones, ionones, and methylionones","Import","45147579","14842617","Weight in kilograms","14842617"
